area,building_type,location,num_bath_rooms,num_bed_rooms,price
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,56.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,50 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,50 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,57.5 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,57.5 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,45.75 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,42 Lakh
2 Beds,Apartment,"12 No. Sarai Para Ward, Double Mooring, Chattogram",2 Beds,2 Beds,46 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,57.5 Lakh
8 Beds,Building,"Rasulbag R/A, 17 No West Bakalia Ward, Bakalia, Chattogram",8 Beds,8 Beds,4 Crore
4 Beds,Apartment,"Gulshan 2, Gulshan, Dhaka",4 Beds,4 Beds,6 Crore
2 Beds,Apartment,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",2 Beds,2 Beds,33 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,1.52 Crore
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,50 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,76.25 Lakh
,Plot,"Rupganj, Narayanganj, Narayanganj City",,,50 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,45.95 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,51.17 Lakh
3 Beds,Apartment,"Shiddheswari, Dhaka",3 Beds,3 Beds,87.5 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,43.42 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,72.72 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,56 Lakh
3 Beds,Apartment,"Ashkona, Dakshin Khan, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,72 Lakh
2 Beds,Apartment,"Kathalbagan, Dhaka",2 Beds,2 Beds,50 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,40 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,45 Lakh
3 Beds,Apartment,"Ashkona, Dakshin Khan, Dhaka",3 Beds,3 Beds,75 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,40 Lakh
2 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Beds,37 Lakh
3 Beds,Apartment,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Beds,58 Lakh
3 Beds,Apartment,"Purana Paltan, Motijheel, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,57.4 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,43 Lakh
3 Beds,Apartment,"East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,75 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53.4 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,40 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,43 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,43 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,79 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52.6 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62.8 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,57.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52.6 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,57.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,51 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62.8 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62.8 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,57.4 Lakh
3 Beds,Apartment,"Block G, Section 1, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,59 Lakh
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62.8 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,51 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,62.8 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,57.4 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52.6 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,51 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,52.6 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,51 Lakh
3 Beds,Apartment,"18 No. East Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53.4 Lakh
3 Beds,Apartment,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,43.47 Lakh
3 Beds,Apartment,"Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",3 Beds,3 Beds,53.13 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,86.75 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,86.75 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,77.95 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,81.25 Lakh
3 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",3 Beds,3 Beds,84 Lakh
3 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Block C, Aftab Nagar, Dhaka",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore
3 Beds,Apartment,"South Azampur, Dakshin Khan, Dhaka",3 Beds,3 Beds,75 Lakh
4 Beds,Apartment,"Block C, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.95 Crore
3 Beds,Apartment,"Muradpur, Chattogram",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.65 Crore
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,37 Lakh
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,37 Lakh
3 Beds,Apartment,"Block B, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore
3 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,59.4 Lakh
3 Beds,Apartment,"Bahaddarhat 1K. M, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Beds,59.4 Lakh
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,46 Lakh
3 Beds,Apartment,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,90 Lakh
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,27 Lakh
3 Beds,Apartment,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",3 Beds,3 Beds,90 Lakh
3 Beds,Apartment,"Faydabad, Dakshin Khan, Dhaka",3 Beds,3 Beds,46 Lakh
3 Beds,Apartment,"Khilbari Tek, Badda, Dhaka",3 Beds,3 Beds,50.2 Lakh
3 Beds,Apartment,"Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"17 No West Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,60 Lakh
4 Beds,Apartment,"Ward 6, West Nurer Chala, Nurer Chala, Badda, Dhaka",4 Beds,4 Beds,1.6 Crore
2 Beds,Apartment,"Road No 12, Block B, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,22 Lakh
3 Beds,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
4 Beds,Apartment,"Sector 12, Uttara, Dhaka",4 Beds,4 Beds,1 Crore
2 Beds,Apartment,"Hazaribag, Dhaka",2 Beds,2 Beds,15 Lakh
2 Beds,Apartment,"Hazaribag, Dhaka",2 Beds,2 Beds,15 Lakh
2 Beds,Apartment,"Hazaribag, Dhaka",2 Beds,2 Beds,15 Lakh
3 Beds,Apartment,"South Badda, Badda, Dhaka",3 Beds,3 Beds,69 Lakh
2 Beds,Apartment,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",2 Beds,2 Beds,41.25 Lakh
,Plot,"Uttara, Dhaka",,,1.15 Crore
3 Beds,Apartment,"Hazaribag, Dhaka",3 Beds,3 Beds,30 Lakh
3 Beds,Apartment,"33 No. Firingee Bazaar Ward, Chattogram",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Beds,64 Lakh
2 Beds,Apartment,"Chandana, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,43 Lakh
,Plot,"Bashundhara R-A, Dhaka",,,1.8 Crore
3 Beds,Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.15 Crore
3 Beds,Apartment,"Chandana Chowrasta, Chandana, Gazipur Sadar Upazila, Gazipur",3 Beds,3 Beds,32.2 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,85 Lakh
2 Beds,Apartment,"Ibrahimpur, Dhaka",2 Beds,2 Beds,52.5 Lakh
2 Beds,Apartment,"Section 1, Mirpur, Dhaka",2 Beds,2 Beds,40 Lakh
3 Beds,Apartment,"Vashantek, Cantonment, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,5 Crore
12 Beds,Building,"Nikunja 2, Nikunja, Dhaka",12 Beds,12 Beds,4.5 Crore
3 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,80 Lakh
4 Beds,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",4 Beds,4 Beds,76.59 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"West Shewrapara, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",3 Beds,3 Beds,65.23 Lakh
3 Beds,Apartment,"Hazaribag, Dhaka",3 Beds,3 Beds,77.88 Lakh
3 Beds,Apartment,"Hazaribag, Dhaka",3 Beds,3 Beds,77.88 Lakh
3 Beds,Apartment,"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh
3 Beds,Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.75 Crore
3 Beds,Apartment,"Hazaribag, Dhaka",3 Beds,3 Beds,77.88 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,63 Lakh
3 Beds,Apartment,"Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,2.15 Crore
3 Beds,Apartment,"Hazaribag, Dhaka",3 Beds,3 Beds,77.88 Lakh
3 Beds,Apartment,"Block A, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.6 Crore
2 Beds,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,40 Lakh
2 Beds,Apartment,"Hazaribag, Dhaka",2 Beds,2 Beds,25 Lakh
3 Beds,Apartment,"Pallabi Extension, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.88 Lakh
2 Beds,Apartment,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",2 Beds,2 Beds,47 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.88 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.88 Lakh
3 Beds,Apartment,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",3 Beds,3 Beds,47.25 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.88 Lakh
2 Beds,Apartment,"West Agargaon, Agargaon, Dhaka",2 Beds,2 Beds,52.08 Lakh
3 Beds,Apartment,"Ibrahimpur, Dhaka",3 Beds,3 Beds,61.88 Lakh
3 Beds,Apartment,"West Rampura, Rampura, Dhaka",3 Beds,3 Beds,85 Lakh
3 Beds,Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"West Rampura, Rampura, Dhaka",3 Beds,3 Beds,78 Lakh
2 Beds,Apartment,"Block D, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
3 Beds,Apartment,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore
2 Beds,Apartment,"Avenue 12, Mirpur DOHS, Mirpur, Dhaka",2 Beds,2 Beds,90 Lakh
2 Beds,Apartment,"Sugandha Housing, Alom Nogor, Hemayetpur, Savar, Dhaka",2 Beds,2 Beds,29.6 Lakh
3 Beds,Apartment,"Section 1, Mirpur, Dhaka",3 Beds,3 Beds,45.85 Lakh
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,30.6 Lakh
3 Beds,Apartment,"Paul Hill, Jamal Khan, Chattogram",3 Beds,3 Beds,1.34 Crore
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,30.6 Lakh
,Plot,"Sector 13, Uttara, Dhaka",,,14 Crore
2 Beds,Apartment,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,30 Lakh
2 Beds,Apartment,"South Manikdi, Manikdi, Cantonment, Dhaka",2 Beds,2 Beds,35 Lakh
3 Beds,Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,68 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Agargaon, Dhaka",3 Beds,3 Beds,66 Lakh
3 Beds,Apartment,"Middle Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,96 Lakh
,Plot,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",,,1.45 Crore
,Plot,"Dhanmondi, Dhaka",,,16 Crore
3 Beds,Apartment,"Middle Bashabo, Bashabo, Dhaka",3 Beds,3 Beds,96 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,74.25 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,74.25 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,74.25 Lakh
2 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",2 Beds,2 Beds,38.25 Lakh
2 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",2 Beds,2 Beds,38.25 Lakh
3 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",3 Beds,3 Beds,56.25 Lakh
3 Beds,Apartment,"15 No. Bagmoniram Ward, Chattogram",3 Beds,3 Beds,1 Crore
3 Beds,Apartment,"Sangbadik Co-operative Housing Society, Bayazid, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Dewan Bazar, Bakalia, Chattogram",3 Beds,3 Beds,56.25 Lakh
3 Beds,Apartment,"Sangbadik Co-operative Housing Society, Bayazid, Chattogram",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Sangbadik Co-operative Housing Society, Bayazid, Chattogram",3 Beds,3 Beds,70 Lakh
2 Beds,Apartment,"Kuratoli, Kuril, Dhaka",2 Beds,2 Beds,31.5 Lakh
3 Beds,Apartment,"Kuratoli, Kuril, Dhaka",3 Beds,3 Beds,40.5 Lakh
3 Beds,Apartment,"Tejgaon, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Tejgaon, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Tejgaon, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Bagan Bari, Cantonment, Dhaka",3 Beds,3 Beds,62 Lakh
3 Beds,Apartment,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",3 Beds,3 Beds,1.9 Crore
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,74.25 Lakh
3 Beds,Apartment,"Block E, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,58.5 Lakh
3 Beds,Apartment,"Block E, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,52 Lakh
4 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",4 Beds,4 Beds,1.45 Crore
4 Beds,Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",4 Beds,4 Beds,1.45 Crore
3 Beds,Apartment,"Block E, Section 11, Mirpur, Dhaka",3 Beds,3 Beds,54.6 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
3 Beds,Apartment,"Kathalbagan, Dhaka",3 Beds,3 Beds,45 Lakh
2 Beds,Apartment,"North Arichpur, Arichpur, Tongi, Gazipur Sadar Upazila, Gazipur",2 Beds,2 Beds,20 Lakh
3 Beds,Apartment,"Block J, Baridhara, Dhaka",3 Beds,3 Beds,2.35 Crore
2 Beds,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,26 Lakh
2 Beds,Apartment,"Kamlapur, Motijheel, Dhaka",2 Beds,2 Beds,70 Lakh
3 Beds,Apartment,"Kallyanpur, Mirpur, Dhaka",3 Beds,3 Beds,74.25 Lakh
3 Beds,Apartment,"Cantonment, Dhaka",3 Beds,3 Beds,65 Lakh
3 Beds,Apartment,"Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Block B, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh
3 Beds,Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,95 Lakh
,Plot,"Hemayetpur, Savar, Dhaka",,,1.2 Crore
3 Beds,Apartment,"Kafrul, Dhaka",3 Beds,3 Beds,66.25 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,47.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,62.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,77.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,62.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,77.5 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,62.5 Lakh
3 Beds,Apartment,"Block C, Arambag Residential Area, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,47.25 Lakh
3 Beds,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,77.5 Lakh
2 Beds,Apartment,"Road No 12, Block B, Section 11, Mirpur, Dhaka",2 Beds,2 Beds,33 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,55 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,50 Lakh
3 Beds,Apartment,"Manikdi, Cantonment, Dhaka",3 Beds,3 Beds,47 Lakh
3 Beds,Apartment,"Kazir Dewri, Chattogram",3 Beds,3 Beds,1.05 Crore
3 Beds,Apartment,"Bagan Bari, Cantonment, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Kathalbagan, Dhaka",3 Beds,3 Beds,90 Lakh
,Plot,"Priyanka City, Sector 12, Uttara, Dhaka",,,3 Crore
,Plot,"Aman Bazar, 1 No. South Pahartali Ward, Hathazari, Chattogram",,,40 Lakh
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
3 Beds,Apartment,"Block B, Section 12, Mirpur, Dhaka",3 Beds,3 Beds,70 Lakh
